usernname,score
J6Washington,0.000000
DarkBowlBarbara,0.000000
Earlene30S,0.000000
LovesDarius_BannisterWhale,0.000000
Bruce_AppelHorse82,0.000000
LorettaSmartRay,0.000869
CuriousBananaWilliam_Youngman,0.000000
FamousRalphPlate,0.000000
Martha_SuttonWhale1999,0.000000
DarkLivingstonCandy91,0.000000
SLazyCamire,0.000000
CleverPBanana,0.000000
Carlos_Turner70,0.000000
GuapoPlateLeighann_Lovato,0.000000
Douglas_Dash44,0.000000
FearsElizabeth_DemarcoFish,0.000869
Yesenia_Haley1991,0.000000
LovesRaileyFish,0.025195
William1974F,0.000000
FuriousMarshPlate,0.006950
WileyCouchMccafferty,0.000000
Jesus_Morgan11,0.000000
LisaFleetSherman,0.011295
LovesKeithWhale,0.000000
Brian_Barreto1962,0.000000
LazyBreadMyrna,0.000000
ObnoxiousOHouse,0.008688
SAttentativeSmithey,0.000000
TallGBanana15,0.000869
LovesMurrayDog,0.000000
RFamousH,0.000000
LazyNguyenIcecream,0.000000
Floyd89Turner,0.016507
Osborne44,0.000000
J98Craig,0.000000
DarkSaraCouch,0.000000
LovesShavonne_HowardFish,0.000000
ClarenceDog2017,0.000000
FastLightLang,0.000000
ErinDog25,0.000000
Myron_AlvarezCat77,0.000000
Antonio66F,0.000000
BusyCCar1963,0.000000
MyrtleFleetD,0.000000
Robert2017,0.000000
FastDeannaIcecream,0.000000
DavidWileyL,0.000000
BaileyFish75,0.000000
CandidPlateKenneth,0.000000
PerkinsDog1961,0.000000
CuriousPlateJohn_Paine,0.009557
BrinkBird82,0.000000
SmartClarkHouse72,0.001738
FuriousCBanana87,0.000000
LovesMichaelFish,0.000000
CuriousBBanana1952,0.000000
AttentativeWeyrickIcecream79,0.000000
GuapoIcecreamJavier,0.000000
CleverRHouse,0.000869
Erica_Wesner44,0.000869
NormanCat1959,0.000000
FrankSmartBourque,0.000000
BillyHorse91,0.000000
CleverPlateSteinke,0.000869
GuapoPlateAnthony,0.000000
ObnoxiousAnnaBowl,0.000000
WileyPBowl1976,0.000000
BusyLedbetterCouch90,0.000000
WileyWCouch,0.000000
GuapoRBowl1982,0.000000
TallThompsonCouch,0.000000
CandidCalvinBanana,0.000000
ObnoxiousBCouch,0.000000
Nedra_Norsworthy49,0.000000
FamousRobertCar,0.010426
RacesRohrBird,0.000000
AlinaDog1974,0.000000
ObnoxiousMCouch1965,0.011295
Jonathan45Ochoa,0.000000
TallPlateKevin,0.000000
ObnoxiousGBowl2003,0.042572
ObnoxiousVLight,0.000000
FleetPecoraBread2010,0.008688
LovesJackBear,0.009557
Donald1959Llanes,0.000000
GuapoMillsIcecream,0.000000
FearsJeffrey_WoodsOctopus,0.000000
FleetLightMichael,0.000000
CuriousIcecreamDouglas,0.000000
StephanieBear1963,0.000000
ChristinaFleetMills,0.012163
BusyCouchDawn,0.000000
H2Capellan,0.000000
RunsAllenMouse,0.013032
MableFastLogan,0.000000
RacesAmaroHorse,0.000000
DarkCocoCouch1950,0.000000
Theresa_BranchOctopus1991,0.000000
ObnoxiousCandyMiller,0.001738
HoldsSaadBear,0.000000
SherryGuapoO,0.000000
LovesKathleenCat,0.000000
ObnoxiousRCandy26,0.000000
DarkCarRick_Sato,0.000000
Louis_EvinsCat47,0.022589
HoldsShirleyDog,0.000000
FastSmithBowl,0.000000
FamousKCouch2007,0.000000
LovesEllenOctopus,0.000000
RunsDella_RiveraFish,0.000000
BusyJoHouse,0.000000
AttentativePlateAlysia_Silva,0.010426
D88Harper,0.021720
WileyGreeneLight,0.000000
Laura60Perkins,0.002606
WileyPalaciosCar,0.000000
FuriousCarWiley,0.000000
A97Gentry,0.000000
Taylor10,0.000000
CandidGodboldLight1958,0.014770
ObnoxiousSHouse,0.000869
CandidBowlPatricia,0.000000
ObnoxiousKellyCouch5,0.000000
ClydeDarkS,0.000000
Francine_Martinson1994,0.000000
GuapoEBowl1998,0.000000
John_Rogers30,0.000000
K64Fieldson,0.000000
Armando_ReganHorse33,0.000869
CuriousCandyBetty,0.000000
FastPBowl75,0.000000
TallMobiliaCouch1964,0.000000
C88Joiner,0.000000
RunsVinceBear,0.000000
BrittneyDarkYoung,0.000000
BelmonteLion2019,0.000000
RunsGarciaLion,0.000869
DarkHouseWhite,0.000869
SchockDog80,0.000000
ObnoxiousDHouse,0.000000
Elsie_VillanovaHorse35,0.000000
TFuriousC,0.000000
Kelly_StewartWhale1986,0.000000
WileyFCandy31,0.000000
Justin19Hall,0.000000
BoyettDog1995,0.000000
WileyCarJaimes,0.000000
FastCrumpBowl2000,0.000869
DarkRCouch,0.000000
AttentativeCandyAndrea,0.000000
Tina_Krause1966,0.000000
Theresa_Pugh35,0.000869
SmartSLight1990,0.000000
NAttentativeRobinson,0.000000
AttentativeWilsonHouse14,0.000000
CuriousCandyHackney,0.000000
FamousCarStephen_Mccall,0.000000
Wright1961,0.000000
RunsBrian_ThibodeauxBear,0.000000
FleetSpeerCouch,0.000869
RandallBusyH,0.000000
FleetPHouse47,0.000000
RunsWaltersDog,0.000000
WileyMccombsLight,0.000869
DarkTolbertLight,0.000000
FAttentativeR,0.000869
Adell2011Davis,0.000000
FearsRodney_MacphersonBear,0.000000
Denise_DeenFish28,0.000000
RWileyHutchinson,0.000000
Ernest_Nordenstrom29,0.000000
WatchesNathan_SheehanHorse,0.000000
WileyJenniferCandy,0.000000
DarkLBanana,0.012163
FleetWilliamsCandy1967,0.000869
PhillipsDog31,0.000000
KatieGuapoP,0.000000
TallCCar,0.000000
Jason1992,0.000000
OraDarkCruz,0.000000
Janet_Childs39,0.000000
S1973Osborn,0.000000
LawsonBird13,0.000000
FamousCouchShirley,0.000000
CleverBreadCarey,0.000000
Hattie23Anderson,0.000000
AAttentativeB,0.000000
FuriousCouchRobin_Painter,0.005213
FamousCarSharon_Warren,0.000000
GuapoCandyMay,0.000000
RunsDawn_ConnerCat,0.000000
GuapoJBowl,0.000000
T2013Thomas,0.004344
FearsJuneMouse,0.000000
TallWayneIcecream,0.000000
WileyCandyTami,0.000000
RacesJohn_MyrickOctopus,0.000000
Jackson17,0.000000
SmartCandyRoberto_Morelli,0.000000
WileyIcecreamBenny_Krick,0.005213
LazyWBread,0.005213
BusyWCouch,0.006950
G27Craycraft,0.000000
LepardMouse28,0.000000
DarkGraceCar,0.000000
BusySalibaHouse63,0.001738
AttentativeAntoinettePlate,0.000000
FamousGanttBread,0.000000
FearsGuzmanOctopus,0.000869
FleetBruceCandy,0.019983
JenniferFleetJ,0.000000
L1990Dowden,0.000000
Amanda_HallDog38,0.012163
RacesJonMouse,0.000000
Tina1974,0.000000
CuriousKirkPlate,0.000000
Robert1952,0.000000
Mcadory61,0.000000
ObnoxiousMLight,0.000000
AngelaLion53,0.000000
FuriousWhatleyHouse,0.000000
SheltonBear1968,0.000000
FleetVBowl,0.002606
FastRobinsonCouch1968,0.000000
JimenezBear1979,0.000000
FastBCar52,0.041703
Mabel_MixBird40,0.000000
FleetABanana,0.004344
AttentativeCouchAmanda,0.000869
FuriousNCandy,0.014770
LazyBowlTristan_Williford,0.000000
GuapoKathrynHouse,0.018245
LazyTBread,0.009557
A43Horton,0.000000
BeverlySmartC,0.000000
BarrettoFish2019,0.000000
AttentativeMcdonaldBanana,0.000000
Robert_Miller33,0.000000
Philip82,0.006082
CuriousBrassCandy,0.000000
CuriousMHouse,0.000869
TallKathleenHouse,0.000000
LazyCandyLubinski,0.000000
JohnFish93,0.000000
J64Heflin,0.008688
ClintonCat2006,0.000000
GregoryLazyBaker,0.000000
AttentativeBananaJoe_Gregory,0.000000
BusyPepinPlate,0.000000
GuapoMonizPlate1995,0.019983
AttentativeDayHouse93,0.000000
M1978Habicht,0.000000
FastObletonCar,0.000869
KathyCuriousAlley,0.000000
AttentativeBananaTiburcio,0.000000
Anjanette_HalesWhale2010,0.000000
CookLion11,0.000000
RacesRonCat,0.007819
TAttentativeG,0.000000
FuriousBCouch1952,0.000000
BusyIcecreamAllen,0.000000
FuriousMHouse,0.000000
FamousJHouse,0.000869
FuriousLeclaireHouse,0.000869
RFastLopez,0.000000
RacesCollinsLion,0.000869
P2010Hayne,0.000869
Griffith1997,0.000000
HoldsCorreyDog,0.000869
Webster85,0.000000
FleetTCandy59,0.000000
RunsKeithleyFish,0.000869
FleetLewisBowl55,0.000000
FastAPlate1965,0.000000
Sandoval1980,0.011295
WatchesPhippsHorse,0.000000
FamousMIcecream,0.000000
CleverWallaceCandy,0.000000
FleetHouseMark_Roberts,0.000000
CandidCharmaineLight,0.010426
DavisDog45,0.000000
FastHousePamela,0.000000
CuriousVPlate68,0.000000
DarkICouch,0.010426
Wilfred40Davis,0.000000
WileyCarlosCar,0.000000
James_McdonaldHorse76,0.000000
RacesTilleyFish,0.000000
Mona_ParkDog13,0.000000
CedricCleverWoodie,0.000000
TollefsonCat77,0.000000
FastGPlate79,0.016507
ThomasFamousKramer,0.000000
DarkZadowPlate,0.000000
Alexander_Malsam35,0.000000
FearsDouthittHorse,0.000000
CleverScottIcecream,0.000000
CuriousPayneBread,0.000000
FearsTheresa_HaleyMouse,0.000869
WatchesMaryCat,0.000000
LovesAtkinsonHorse,0.000000
AttentativeCCar,0.000869
TallCharityPlate,0.000000
CandidBrendaBread,0.000869
WatchesNewportMouse,0.000000
RunsSerenaBird,0.007819
DFamousLamke,0.000000
BusyBerniceBowl,0.000000
Shawn63Modlin,0.000000
CleverKomulaIcecream40,0.014770
FastLBowl,0.000869
GomezBird1970,0.000000
PhilipSmartMoore,0.000000
CandidJanetBanana,0.000000
CleverMCouch1971,0.000000
CandidBreadRosie,0.000869
JFleetRigel,0.000000
LazyCCar,0.000000
TallGurneyPlate2014,0.000000
ObnoxiousPlatePlummer,0.000000
TCandidThomas,0.000000
Timmons53,0.013901
CleverGatesIcecream,0.000000
BusyFBread,0.000000
AttentativeCarCorrigan,0.013901
Edwardo87,0.000000
RunsSmithOctopus,0.000000
ObnoxiousBananaBurke,0.000000
FamousMCandy24,0.000000
ObnoxiousDBread52,0.000000
BusyMCandy,0.000000
HoldsGuillermo_LawtonHorse,0.000000
LazyCarFrank_Knight,0.000000
DavidWileyR,0.000000
RacesSocorro_HasasMouse,0.000000
SmartAcostaBowl27,0.000000
CuriousHIcecream,0.000000
LearFish12,0.000000
WileyECandy,0.000869
Roma_CarrierBear87,0.000000
BerrierHorse80,0.000000
TGuapoKidwell,0.000000
Peter27D,0.000000
TallGonzalesBread,0.000000
MattsonWhale34,0.000000
RacesElizabethBird,0.000000
SmartBCar2013,0.000000
TallBananaBowen,0.000000
Teresa8Hamiton,0.001738
AFuriousGutierrez,0.000000
WatchesCharlesLion,0.000869
FrancesLazyAbernathy,0.006950
FuriousALight,0.000000
CandidDrakeCar,0.000000
Brenda97,0.000000
HoldsLeisaLion,0.000000
FamousPlateBrandy_Dismuke,0.000000
AttentativeBBread,0.000869
KennethGuapoAtkins,0.033884
FuriousStarchPlate64,0.000000
BarbaraOctopus85,0.000000
GuapoArnoldIcecream,0.000000
Vicky61Spurlock,0.015639
Vilma44H,0.000869
L1977Fuller,0.000000
Dorothy2014P,0.000000
FowlerBear1973,0.000000
Callie89C,0.000000
CTallRiggs,0.021720
RacesAshley_WaynickOctopus,0.000000
Rachel1980Mozingo,0.000000
Sylvester_Rauf2015,0.002606
Jeri1974,0.000000
TallBCar89,0.000000
Lucille1952,0.000000
SmartWCar95,0.000000
CandidEscobarBowl2016,0.000000
Stacey_MitchellWhale31,0.000000
TravisTallBenson,0.018245
AttentativeJenniferCandy,0.000869
CandidYoungBowl55,0.000000
RacesCobbleyCat,0.000000
TracyCleverJ,0.013032
JoanMouse1975,0.000000
FamousIcecreamJulie,0.000000
HoldsMirelesWhale,0.000000
VivianFamousD,0.000000
Domitila1,0.000000
DarkJelksIcecream,0.000000
DarkWessonIcecream7,0.000000
FastFonteCar2010,0.000000
CharlesBear79,0.006950
Joseph_Falconio89,0.000000
ObnoxiousSharonLight,0.000000
CuriousHerzogCar,0.000000
WileyPBread,0.000000
TWileySiegel,0.000000
R1958Stacy,0.000000
David_Mcgrath1966,0.000869
CleverBuckCar2016,0.000000
FBusyChin,0.000000
Karen50Highsmith,0.000000
Keith1988B,0.000869
JoseWhale1980,0.000000
Shirley_Dong19,0.000000
CuriousKIcecream90,0.000000
JamesFuriousS,0.000000
FamousGuilliamIcecream1978,0.000000
HolmanBird43,0.000000
MagdaleneOctopus56,0.000869
L93Schneider,0.000000
ObnoxiousLightLeal,0.000000
Peggy2001Dunson,0.000000
DLazyWoods,0.000000
MorrisLion1989,0.000000
EAttentativeE,0.000000
Michael2002Conti,0.000869
CandidConcettaHouse,0.000000
DarkPBanana,0.000000
Gladys46,0.000000
DarkCCandy10,0.000000
EObnoxiousLewis,0.000000
CleverBreadGary_Beckham,0.000000
LazyBCandy35,0.000000
FastBreadJessica,0.000000
FleetRBread1967,0.000000
ObnoxiousCarDavid,0.000000
HoldsSteven_LawsBird,0.000000
SmartCarEdward,0.000000
FleetMeghanBanana,0.000869
RacesMary_LingoDog,0.000000
FuriousCBowl1952,0.000000
FamousMaynardCouch,0.013901
Teresa_JacksonWhale1,0.000000
Grimes2009,0.000000
FamousMIcecream1973,0.000000
Crowson1974,0.000000
BenjaminWhale23,0.000000
SutherlandDog42,0.000869
RunsWitterBear,0.000000
FuriousBowlWilson,0.000869
Robert_Marrero56,0.000000
RunsKerry_CouchDog,0.000000
HoldsHayesFish,0.000000
T2007Ball,0.000000
Brett77Duggan,0.000000
FleetTCandy,0.005213
EBusyTaylor,0.000000
SmartJorgensenBowl48,0.014770
LazyLutherCar,0.000000
FleetBreadDeidra_Piro,0.000000
Carita1957Robinson,0.000000
EdnaBear1967,0.000000
Alexandra_ThompsonHorse95,0.000000
WileyHCar,0.000000
EricFastH,0.024327
SmartDPlate21,0.001738
SurfaceHorse85,0.000000
GuapoHendricksCar,0.005213
ThomasOctopus2,0.000000
Donald1986C,0.000000
CandidTBanana,0.000000
FamousMildredCar,0.000000
CandidHoltLight,0.000000
James2004B,0.000000
FastRHouse,0.008688
FuriousRCar,0.000000
SmartRHouse,0.003475
R1969Clark,0.000000
Adrian76,0.022589
GibsonOctopus28,0.000000
Santos93,0.043440
CleverBowlAhearn,0.000000
KramerLion81,0.000000
FastCPlate,0.000000
FastHensleyCouch2007,0.000000
FearsPaulaBird,0.000000
JCleverMorrison,0.000000
JosephFastK,0.004344
WilliamCleverSmith,0.013901
RichardHorse61,0.000000
RCandidScott,0.000000
JaneBusyH,0.000000
Gerry_Wright1974,0.000000
AttentativeLisaBread,0.010426
Ashley2019Becher,0.000000
CleverDHouse1997,0.000000
EstherCat80,0.000869
HoldsJonathan_IacobelliDog,0.000000
CuriousSBread64,0.000000
MarianneAttentativeA,0.000000
BusyMarshaBowl,0.000000
CleverACandy,0.000000
TallLongBread,0.000000
ObnoxiousSheffieldCar1981,0.000000
FleetWCar,0.000000
RacesConstantinoBear,0.017376
ObnoxiousJeffreyCouch,0.000000
TallDCouch,0.000000
JAttentativeH,0.004344
SmartCarPhilip_Hargrave,0.000000
BrendaCuriousNave,0.000000
Mayra_CheathamDog92,0.000000
CleverLuellaCandy,0.000000
Mary1952J,0.000000
TallGarciaBowl91,0.000000
Martin_PrestridgeOctopus59,0.000000
L2016Koetter,0.000000
TallGattonCouch63,0.000000
HoldsJeromeMouse,0.000000
HoldsNicholas_McilwainBear,0.000000
AnastasiadesCat1,0.000000
TallPriceBread2016,0.000000
Richard_FergusonMouse1984,0.020851
Dolores_HardinWhale92,0.000000
Jorge_SolomonLion37,0.000000
HoldsCollinsCat,0.000000
WatchesBeckie_SukWhale,0.000000
ChatmanOctopus8,0.000869
ObnoxiousGPlate,0.000000
CleverCBanana,0.000000
E1968Buckley,0.000869
MelissaDarkH,0.000000
Lehmann6,0.000000
WileyGPlate,0.000000
DarkHBanana,0.000000
CatherineOctopus2004,0.000000
J81Montgomery,0.008688
K1972Maynard,0.000000
CandidBananaBaker,0.012163
Barbara2018Frank,0.000000
TallToniHouse,0.000000
ObnoxiousBreadRanda_Sanchez,0.000869
ObnoxiousMichaelPlate,0.000869
MyersBear1978,0.000000
WatchesMae_KestersonMouse,0.000869
Thompson1965,0.009557
CandidLBread2010,0.000000
ReginaBusyL,0.007819
CandidKHouse,0.000869
FleetBBowl,0.000000
ObnoxiousMPlate69,0.000000
LovesPereaDog,0.000000
SmartAndersonHouse,0.000000
WileyCBanana,0.000000
FearsCaraWhale,0.000000
Winston36Andrews,0.000000
DarkNBanana,0.000000
FamousEllisBowl,0.008688
ChristineDog28,0.000000
CandidBreadJonathan,0.003475
Robert_HolmanDog37,0.000000
SmartSIcecream15,0.000000
Samuel_Danielsen36,0.006082
BusyCouchKenneth,0.000000
FastSalazarPlate1961,0.000000
LydiaFastGarcia,0.000000
Ferguson97,0.000000
LazyMPlate81,0.000869
LazyBBowl1988,0.000000
Mary2Phillips,0.013901
ChapmanCat1995,0.000000
RacesArnoldOctopus,0.000000
FuriousSCar,0.000000
RunsMorgonMouse,0.000000
HoldsBeebeLion,0.000000
FamousBreadCallis,0.000000
FastSandersCouch,0.000000
A1963Norris,0.000869
M26Beckett,0.000000
Marisol_BurnsOctopus1957,0.000000
Craven1981,0.000000
AttentativeAllenPlate92,0.000000
Christine1963M,0.000869
Walker2012,0.000000
LazyGambleCar1972,0.000000
LazyBergBread59,0.000000
Donna12Long,0.000000
DanielFish19,0.052129
DarkGrossiCandy,0.001738
FearsMaritzaWhale,0.000000
SmithBird1977,0.000000
Taisha_Reed89,0.000000
AttentativeHBowl,0.000000
Eugene2008Talbott,0.000869
JoanneWileySmith,0.000000
Jeffry64,0.000000
SmartCastanedaCandy76,0.000000
KathleenGuapoS,0.000000
ThomasFamousFrancisco,0.000000
Osburn2009,0.000000
LazyKBanana,0.000000
LazyChambersLight,0.000000
JosephBusyJorgensen,0.000000
TimothyCleverN,0.024327
Kelly_ReynaBird69,0.000869
LovesElizabeth_MoralesLion,0.020851
AttentativeBBanana,0.000000
DarkCarIrving,0.000000
EObnoxiousB,0.000000
Dalia_ByrdHorse63,0.000000
FastFIcecream,0.000000
MarthaWhale1978,0.000000
Kelli_BestBear1968,0.000000
MaysCat6,0.000000
HerschelCat94,0.000000
Eddie91Phillips,0.028671
AttentativeAngieBanana,0.000000
Robert56G,0.000000
HogeBear1953,0.000869
MBusyRonca,0.000000
Mclean1981,0.006950
M1977Bates,0.000000
Doris1976,0.000000
AttentativeBowlFrank,0.000000
FastLightWaddell,0.000000
AttentativeSHouse,0.000000
FuriousDBanana1983,0.014770
SmartSanchezCouch2008,0.000000
BusyOCar,0.000869
CandidMatherlyCandy1995,0.000000
CandidTousignantHouse,0.000000
LazyBrewsterCar,0.013032
RunsWilliamFish,0.000000
Kenneth_WagnerBird39,0.000000
GuapoEBread94,0.000000
HoldsLawrence_SpachtholzLion,0.000000
SmartBowlBaker,0.000000
RunsMargaret_FrancoDog,0.000000
WileyLightScottie_Garcia,0.011295
James_White87,0.000000
Brittney76Patterson,0.000000
MFamousPark,0.000000
LazyCBowl,0.000869
Michael_Berry97,0.000000
WileyJoeCar,0.011295
LovesMoultonWhale,0.000000
FleetACar51,0.000000
Jason_Koehne1954,0.000869
Bernard1961Dodson,0.000000
SmartJLight,0.000000
CandidCarJoffrion,0.000000
FastMCouch28,0.004344
LazyBBread,0.000000
FastConstantinePlate1988,0.000000
FastLightFe,0.000000
FamousBCandy,0.000000
SlusserMouse2002,0.000000
RacesJessOctopus,0.000000
TallEIcecream,0.000000
BusyHenryCandy,0.000000
ChristyFamousHoag,0.031277
ThomasLion1981,0.000000
E1989Twitt,0.000869
WileyCarMilan,0.000000
JObnoxiousRodriguez,0.000000
CannadyOctopus83,0.000000
DarkHrabalHouse,0.000000
FleetGonzalesCar,0.000000
Joseph4Wilson,0.000000
ObnoxiousSIcecream,0.000000
AttentativeDolanPlate,0.000869
LazyEHouse80,0.015639
DorothyGuapoMack,0.000000
JFuriousW,0.000000
LovesLoisOctopus,0.000000
Katrina_EspinozaCat1984,0.000000
Edward_BlandonWhale53,0.000000
FastTBowl31,0.000000
RunsDonna_MartinCat,0.000000
Jessica34Chevez,0.000000
Albert85H,0.011295
FleetNatividadBowl94,0.000000
FuriousManchesterCouch1968,0.000000
SmartACouch,0.000000
LazyIcecreamJoseph_Watkins,0.016507
TallRCar,0.000000
DarkMPlate,0.000000
JohnBusyPepin,0.000000
Rosemary_RauthWhale12,0.000000
RunsRenata_DudleyDog,0.000000
CandidDonnaCandy,0.000000
WatchesScottOctopus,0.000000
RunsVillalpandoWhale,0.005213
Natalie1996Woods,0.000000
WileyWootenBowl,0.000000
FleetBreadMiller,0.000000
Joyce_Young1957,0.000000
BusyJoniBowl,0.000000
BusyHPlate,0.000000
David2004,0.000000
Darcel23,0.000000
RobertCat2,0.000000
RacesFielderWhale,0.007819
WileyMcwilliamsHouse,0.000000
DarkCarRay,0.000000
JanetMouse1978,0.000000
CandidCarBrittany,0.000000
CuriousPlateZachary_Chevez,0.000000
DorothyFleetH,0.000000
Emergency Manager,0.014770
TerrapinSpringsSchool,0.004344
LeeHorse1957,0.000000
Terrapin Springs Schools,0.030408
LovesBrownHorse,0.000000
Betty_LoveladyLion60,0.000000
FleetTallentCandy,0.000869
FearsMorganLion,0.000000
AttentativeMCouch1977,0.000000
WilliamTheThird,0.009557
RunsBrandyLion,0.000000
BusyDCandy,0.000000
WeAreU,0.005213
DarkSpenglerBowl5,0.000000
CObnoxiousTroyer,0.000000
FuriousClaudeCar,0.032146
TheMainMan,0.004344
FamousGPlate46,0.000000
P85Carpenter,0.000000
Marco,0.022589
DonaldCleverR,0.000000
SmartJamesIcecream,0.000869
FuriousRPlate,0.000000
Richard14B,0.020851
GuapoWCouch,0.000000
TallCampbellCouch1978,0.000000
GlazedAndConfused,0.006082
TerrapinSpringSchools,0.000869
GuapoJBanana,0.000000
RobertDarkObrian,0.000000
HinesMouse2001,0.000000
CleverTBanana,0.000000
NotThirstyNEMore,0.011295
LazyWilliamsCar7,0.000000
GuapoBBread,0.001738
CarseieStones,0.007819
RenaFuriousY,0.000000
memeMeme,0.006082
GibbsMouse1957,0.000000
CuriousThomasBowl,0.025195
FastKIcecream,0.000000
Lawary1979,0.000869
LazyRPlate,0.000000
Jolene28,0.000000
GuapoBananaAllen,0.011295
LazyMoorePlate2005,0.000000
AttentativeDeniseBanana,0.000000
F1969Neal,0.000000
ObnoxiousWhitsonBread14,0.000000
Lobue1974,0.000000
GuapoACouch53,0.000000
RunsFrances_MeaderBird,0.003475
BusyCBanana1953,0.000000
ObnoxiousCandySteward,0.000000
FearsKenneth_RiveraCat,0.000000
Charles_Popp78,0.011295
LazyHimesCouch,0.000000
WileyOCar,0.000000
AttentativeDBread35,0.000000
CuriousHouseJonathan,0.000000
AttentativeLawlessCouch25,0.000000
Danny_SumnersDog3,0.000000
Cassandra_ShiltOctopus1967,0.000000
HoldsTuckerWhale,0.000869
Johnny1958,0.000000
Greeley32,0.000000
FuriousGHouse,0.000869
FamousZPlate1993,0.006082
CuriousThomasLight,0.000000
WileyAHouse1950,0.006082
Heizman1985,0.000000
Jennifer_Tito2007,0.000000
SmartHarrisBread96,0.000000
William57L,0.000000
ObnoxiousSpicePlate,0.000869
Perna2004,0.000000
FleetPlateMiller,0.000000
WileyGCouch,0.000000
FuriousNCouch,0.000000
IreneLazyW,0.000000
Daryl_Orosz86,0.000000
AttentativeLightMatthew,0.000000
GuapoJacksonBowl,0.000000
LovesAronMouse,0.000000
TallWallaceBread1967,0.000000
Herren41,0.000869
RunsRichterLion,0.000000
Andrea_CreamerBird1990,0.006082
CuriousMBanana,0.016507
Eunice_Dutton1973,0.000000
JessBear1974,0.000000
WoodCat1968,0.000000
Barbra94Creech,0.000000
Betty1984,0.000000
FastHelenCouch,0.000000
Nolan_Green2,0.000000
Monica87,0.000000
ObnoxiousCPlate1993,0.000000
Emil_Bearden32,0.006082
Guerrero1981,0.000000
FamousDianeCouch,0.000000
SelmaLion50,0.025195
Sullivan36,0.000000
FuriousCandyKaren_Walls,0.000000
CuriousCarCarrie_Sanders,0.000000
HoldsBettyWhale,0.000000
FamousDBanana2006,0.000000
RichardSmartVellucci,0.000869
BusyFlemingPlate,0.000000
CleverJaimeCouch,0.000000
FuriousBowlKim,0.000000
HCandidField,0.029540
SmartMelvinHouse,0.000000
Russell1988,0.000000
C73Chappell,0.000000
FamousCouchMoten,0.000000
LazyLongoriaBowl1951,0.000000
SmartLarsonBowl1953,0.000000
GuapoRandallBread,0.000000
RacesJerryFish,0.000000
HoldsBethHorse,0.000869
CleverKBread,0.000000
Colleen1987Garcia,0.000000
ObnoxiousBLight1968,0.000000
CandidAPlate,0.000000
Paul1987Gray,0.000869
Gregorio54T,0.000000
FastRBread,0.000000
CuriousPlateMccarty,0.000000
FamousCarGilkes,0.000000
S38Salano,0.000869
FamousDegaetanoCar58,0.000000
MCleverC,0.000000
SmartNickersonIcecream,0.000000
FloydHorse2016,0.000869
FuriousFCar10,0.000000
FastLightJanet_Jodway,0.000000
Planas34,0.000000
ObnoxiousRayCandy,0.000000
AttentativeJenkinsCar22,0.011295
RunsJuliaOctopus,0.000000
JosephWhale2013,0.000000
Barron1984,0.000000
BakerLion33,0.010426
Jeffrey83Rodriguez,0.000000
Nathaniel_KalmanOctopus82,0.000000
John1974,0.000000
CleverLightDeno,0.000000
FearsCharles_CharlandHorse,0.002606
Jeffrey89,0.000000
FleetBurkhartCandy35,0.000000
CandidGarciaBowl35,0.005213
WatchesAlbeeHorse,0.000000
CollierHorse82,0.000869
LazyBrownHouse1985,0.000000
ObnoxiousIcecreamMicheal,0.000000
J1975Swofford,0.000000
FamousPlateDelores,0.000000
FastMCar1995,0.000000
Sara2002C,0.000000
IreneCandidK,0.000000
GeorgeDog4,0.000000
Esther1953Clark,0.000000
HoldsShannonBird,0.000000
PadillaLion1953,0.000000
ObnoxiousDelacruzPlate,0.000869
Albert1993H,0.000000
CandidHCandy,0.000000
WileyRIcecream86,0.000000
RacesNicholas_DrakeCat,0.000000
CuriousCouchCordero,0.000869
FearsJeffreyCat,0.000000
GuapoRHouse1986,0.000000
WileySusanLight,0.000869
Kryst1985,0.000000
TallWCouch,0.008688
WatchesCarlisleOctopus,0.000000
LazyABowl,0.000869
Helen_Mengel31,0.000000
Kathryn1950,0.000000
FraserHorse70,0.000000
BusyBillyHouse,0.000000
GuapoEdmundoBowl,0.000000
Peterson80,0.000000
LovesEric_MiyaLion,0.000869
Carol_MorrisWhale2010,0.000000
Maria_BurgessDog1959,0.000000
GuapoRudisillPlate20,0.001738
Mary1953,0.000000
Betty1993,0.000000
WileyNicksonBanana1956,0.000000
JerryCandidB,0.006950
Pete98Brunson,0.000000
RacesJohn_HeimFish,0.000000
BusyAIcecream,0.000000
HoldsTheresaCat,0.000869
BennettHorse28,0.000000
CleverJCar,0.000869
Paul_NowakowskiBear1975,0.000000
Johnson2008,0.000869
Joshua_ObrienDog31,0.000869
Richardson1973,0.000000
GuapoCouchRinker,0.000000
DarkHBanana1960,0.000000
Joseph_MorganCat21,0.000000
GuapoLBanana93,0.018245
LazyHaroldPlate,0.000000
PaigeCleverB,0.016507
GregFish7,0.000000
RobertsBear94,0.000869
Fisher70,0.000000
KellyBird22,0.000000
AlmaDarkTucker,0.000000
CuriousBananaGibson,0.013032
LovesMichaelBird,0.000000
Zachary79Jones,0.000000
GuapoIcecreamBonnie,0.000000
GarciaCat2003,0.016507
Sorensen52,0.000000
AguileraCat1971,0.008688
JFleetCastle,0.000000
Roni_Stoner56,0.018245
WatchesRobertsonBird,0.000000
LazyCouchFrazier,0.000000
Bradford1961,0.000869
TallSwaffordCandy21,0.000000
SmartDBowl,0.000000
Katherine52Otwell,0.000869
